IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.27
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,26,8.27
8.222.244.123,8443,8443,true,SIN,Asia Pacific,Singapore,92,8.27
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,73,8.27
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,25,8.26
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,46,8.26
8.210.117.18,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,8.26
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,38,8.26
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,11,8.26
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.26
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,109,8.25
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.25
47.236.116.26,8880,8880,false,SIN,Asia Pacific,Singapore,24,8.25
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,69,8.24
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,8.24
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,60,8.23
8.222.252.150,8880,8880,false,SIN,Asia Pacific,Singapore,5,8.23
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,8.23
8.218.156.91,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,8.23
8.219.201.174,2096,2096,true,SIN,Asia Pacific,Singapore,11,8.23
8.219.103.126,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.23
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,8.22
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,2,8.22
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.22
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,98,8.22
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.21
8.222.213.221,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.21
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.21
47.236.11.84,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.20
8.218.149.193,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,8.20
8.222.226.15,2083,2083,true,SIN,Asia Pacific,Singapore,86,8.20
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,9,8.20
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,83,8.19
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.19
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.19
8.219.73.188,8443,8443,true,SIN,Asia Pacific,Singapore,59,8.19
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.19
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,107,8.18
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,93,8.18
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,39,8.18
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,16,8.18
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.18
8.222.236.229,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.18
8.219.238.145,8443,8443,true,SIN,Asia Pacific,Singapore,4,8.17
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,45,8.17
8.219.147.58,2083,2083,true,SIN,Asia Pacific,Singapore,44,8.17
47.236.144.48,2087,2087,true,SIN,Asia Pacific,Singapore,106,8.16
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,8.16
8.217.49.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,8.16
8.222.252.150,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.16
8.217.145.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,8.16
8.218.119.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,8.16
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,207,8.16
8.219.72.50,2052,2052,false,SIN,Asia Pacific,Singapore,25,8.16
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,20,8.15
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,77,8.15
8.219.3.53,2096,2096,true,SIN,Asia Pacific,Singapore,66,8.14
8.219.40.255,80,80,false,SIN,Asia Pacific,Singapore,33,8.14
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,8.14
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,8.14
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,49,8.14
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,20,8.14
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.14
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.14
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,18,8.13
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,17,8.13
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,8.13
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,94,8.13
8.218.85.128,443,443,true,HKG,Asia Pacific,Hong Kong,62,8.13
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,8.12
8.210.250.120,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,8.12
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,8.12
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,68,8.12
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.11
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,137,8.11
8.219.170.223,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.11
8.222.144.117,8080,8080,false,SIN,Asia Pacific,Singapore,45,8.11
8.219.84.102,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.11
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,8.11
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,8.11
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,45,8.11
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,88,8.11
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,167,8.10
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.10
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,8.10
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.09
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.09
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.09
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,8.09
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,84,8.09
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,39,8.09
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,17,8.09
8.222.152.165,2053,2053,true,SIN,Asia Pacific,Singapore,98,8.08
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,31,8.08
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,8.08
8.219.240.160,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.08
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.07
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,42,8.07
8.219.159.232,80,80,false,SIN,Asia Pacific,Singapore,11,8.07
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,3,8.07
8.219.159.232,2086,2086,false,SIN,Asia Pacific,Singapore,9,8.06
8.222.253.235,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.06
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,84,8.05
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,8.05
8.218.211.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,8.05
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,78,8.05
8.219.186.189,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.04
8.219.142.229,2086,2086,false,SIN,Asia Pacific,Singapore,10,8.04
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,17,8.04
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,67,8.04
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,74,8.04
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,67,8.04
8.219.222.8,2095,2095,false,SIN,Asia Pacific,Singapore,19,8.03
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,96,8.03
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,58,8.03
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,121,8.03
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,45,8.03
47.243.162.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,8.03
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.03
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,100,8.02
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,60,8.02
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,8.01
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,42,8.01
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,84,8.00
8.219.72.50,80,80,false,SIN,Asia Pacific,Singapore,24,8.00
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,8.00
8.219.151.193,2087,2087,true,SIN,Asia Pacific,Singapore,92,8.00
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.00
8.219.140.229,2096,2096,true,SIN,Asia Pacific,Singapore,112,8.00
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,21,7.99
8.222.254.91,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.99
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,46,7.99
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,7,7.98
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,7.98
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.98
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,7.98
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,7,7.98
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.98
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.97
8.219.104.242,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.97
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,76,7.96
8.219.140.63,2095,2095,false,SIN,Asia Pacific,Singapore,46,7.96
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,119,7.96
47.236.123.133,2083,2083,true,SIN,Asia Pacific,Singapore,72,7.96
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.96
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.96
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,7,7.96
8.219.156.148,2053,2053,true,SIN,Asia Pacific,Singapore,151,7.95
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,27,7.95
8.219.99.169,8443,8443,true,SIN,Asia Pacific,Singapore,96,7.95
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.95
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,105,7.95
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.95
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.94
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,54,7.94
47.236.87.206,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.94
47.236.87.206,80,80,false,SIN,Asia Pacific,Singapore,34,7.94
8.222.152.165,80,80,false,SIN,Asia Pacific,Singapore,17,7.94
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,136,7.93
8.219.222.8,2086,2086,false,SIN,Asia Pacific,Singapore,33,7.93
8.219.11.158,2053,2053,true,SIN,Asia Pacific,Singapore,44,7.92
8.222.214.13,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.92
8.222.193.208,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.92
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,24,7.92
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,83,7.92
8.219.152.195,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.92
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,7.92
8.219.6.157,443,443,true,SIN,Asia Pacific,Singapore,81,7.92
8.219.106.15,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.91
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,17,7.91
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,67,7.91
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.90
47.245.115.6,80,80,false,SIN,Asia Pacific,Singapore,6,7.90
8.222.128.131,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.90
8.210.117.18,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,7.89
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,35,7.89
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,7.89
8.210.250.120,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,7.89
8.219.101.72,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.89
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,50,7.89
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,7.89
8.222.219.34,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.89
8.219.137.50,80,80,false,SIN,Asia Pacific,Singapore,4,7.88
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.88
8.219.61.52,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.87
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,37,7.87
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,7.87
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,7.87
8.222.193.208,443,443,true,SIN,Asia Pacific,Singapore,46,7.87
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,88,7.86
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,7.86
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,33,7.86
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,7.85
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,89,7.84
8.218.158.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,103,7.84
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,75,7.83
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,7.83
8.222.255.15,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.83
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,3,7.83
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,7.82
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,7.82
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,7.81
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,96,7.81
8.219.110.88,2082,2082,false,SIN,Asia Pacific,Singapore,22,7.80
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.80
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,103,7.80
8.219.206.180,80,80,false,SIN,Asia Pacific,Singapore,13,7.80
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.79
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.79
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,62,7.79
8.219.74.35,2052,2052,false,SIN,Asia Pacific,Singapore,9,7.78
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,7.78
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,7.78
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,55,7.78
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,64,7.78
47.245.93.74,2053,2053,true,SIN,Asia Pacific,Singapore,28,7.78
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.78
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,74,7.78
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.78
8.218.158.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.78
8.222.213.221,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.77
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,7.77
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,56,7.77
8.219.3.53,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.77
8.222.221.90,2096,2096,true,SIN,Asia Pacific,Singapore,93,7.77
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,7.77
8.219.87.34,80,80,false,SIN,Asia Pacific,Singapore,9,7.77
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.76
8.219.58.64,2096,2096,true,SIN,Asia Pacific,Singapore,130,7.76
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,7.76
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,80,7.75
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,7.75
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.75
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,53,7.74
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,7.74
8.222.221.90,443,443,true,SIN,Asia Pacific,Singapore,83,7.74
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,85,7.74
8.218.149.193,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,7.73
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,12,7.73
8.219.5.10,2087,2087,true,SIN,Asia Pacific,Singapore,78,7.72
8.219.82.35,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.72
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,34,7.72
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,47,7.72
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,42,7.71
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,23,7.71
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,97,7.71
8.219.72.51,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.71
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,54,7.70
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,108,7.70
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.70
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.69
8.219.60.68,8080,8080,false,SIN,Asia Pacific,Singapore,2,7.69
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.69
8.219.242.208,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.69
8.222.221.90,2087,2087,true,SIN,Asia Pacific,Singapore,118,7.69
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,53,7.69
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,69,7.69
47.236.7.106,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.69
8.219.197.111,80,80,false,SIN,Asia Pacific,Singapore,18,7.69
8.219.140.229,2096,2096,true,SIN,Asia Pacific,Singapore,121,7.68
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.68
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,7.68
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,96,7.68
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,7.67
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,46,7.67
8.222.197.251,2082,2082,false,SIN,Asia Pacific,Singapore,3,7.67
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,34,7.67
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,29,7.66
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.66
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,154,7.66
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,78,7.66
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,14,7.66
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,108,7.66
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.65
8.217.167.88,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,7.65
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,7.65
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.65
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,7.65
8.218.158.94,443,443,true,HKG,Asia Pacific,Hong Kong,41,7.65
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,58,7.64
8.219.213.112,2083,2083,true,SIN,Asia Pacific,Singapore,36,7.64
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,34,7.64
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,50,7.64
8.218.126.53,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,7.63
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,52,7.63
8.219.106.15,8080,8080,false,SIN,Asia Pacific,Singapore,14,7.63
8.218.149.193,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.63
8.222.255.15,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.63
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,30,7.63
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,7.63
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.62
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,118,7.62
8.222.223.34,443,443,true,SIN,Asia Pacific,Singapore,86,7.62
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,133,7.62
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.61
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.61
47.236.116.182,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.61
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.61
8.222.236.229,80,80,false,SIN,Asia Pacific,Singapore,4,7.61
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,7.60
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,22,7.60
8.219.137.50,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.60
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,26,7.60
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,30,7.59
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,16,7.59
47.236.144.156,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.59
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,82,7.59
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,7.59
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,116,7.58
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.58
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.58
8.219.126.3,2082,2082,false,SIN,Asia Pacific,Singapore,107,7.58
8.222.219.34,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.57
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,123,7.57
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,33,7.56
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,3,7.56
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,23,7.56
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,49,7.56
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.56
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,27,7.55
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,64,7.54
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,63,7.54
8.219.163.195,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.54
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.53
8.219.159.232,443,443,true,SIN,Asia Pacific,Singapore,144,7.53
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.53
8.222.249.98,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.53
47.243.173.187,443,443,true,HKG,Asia Pacific,Hong Kong,36,7.53
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,58,7.52
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,48,7.52
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,7.52
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,7.51
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,7.51
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.51
8.222.212.219,2052,2052,false,SIN,Asia Pacific,Singapore,3,7.50
8.218.156.91,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,7.50
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,55,7.50
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,44,7.50
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,7.50
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.50
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.50
8.222.236.229,8880,8880,false,SIN,Asia Pacific,Singapore,5,7.50
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.49
8.222.221.86,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.49
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.49
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.49
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,72,7.48
8.219.101.138,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.47
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,12,7.46
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,7.46
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,7.45
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,73,7.45
8.218.85.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,7.45
8.219.170.223,2053,2053,true,SIN,Asia Pacific,Singapore,60,7.45
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,7.45
