IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.97.179,8080,8080,false,SIN,Asia Pacific,Singapore,7,11.13
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,11.12
8.219.242.208,8880,8880,false,SIN,Asia Pacific,Singapore,11,11.12
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,19,11.12
8.222.140.87,2083,2083,true,SIN,Asia Pacific,Singapore,51,11.12
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,18,11.12
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,6,11.12
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.11
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,4,11.11
8.222.221.90,80,80,false,SIN,Asia Pacific,Singapore,11,11.11
8.219.12.152,2095,2095,false,SIN,Asia Pacific,Singapore,2,11.11
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,78,11.11
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,15,11.10
8.219.73.21,80,80,false,SIN,Asia Pacific,Singapore,7,11.09
8.217.251.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,11.08
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,73,11.08
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,11.08
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.08
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,68,11.08
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.08
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.07
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,4,11.05
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,89,11.05
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,62,11.05
8.219.101.138,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.05
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,19,11.05
8.219.144.168,443,443,true,SIN,Asia Pacific,Singapore,65,11.05
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,116,11.04
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,23,11.04
8.218.105.223,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,11.04
8.222.223.34,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.03
47.243.27.217,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,11.03
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.03
8.222.252.150,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.02
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,35,11.02
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,133,11.02
8.219.206.53,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.02
8.222.244.123,2082,2082,false,SIN,Asia Pacific,Singapore,14,11.01
47.245.93.74,2083,2083,true,SIN,Asia Pacific,Singapore,68,11.01
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,11.01
47.76.77.103,443,443,true,HKG,Asia Pacific,Hong Kong,50,11.01
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,132,11.01
8.222.202.163,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.00
8.219.157.97,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.00
8.222.202.163,2083,2083,true,SIN,Asia Pacific,Singapore,51,11.00
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,45,10.99
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.98
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,13,10.98
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,59,10.98
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.96
47.236.121.7,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.96
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,10.96
8.219.98.13,443,443,true,SIN,Asia Pacific,Singapore,54,10.95
8.219.103.126,2095,2095,false,SIN,Asia Pacific,Singapore,38,10.95
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,5,10.94
47.251.74.226,80,80,false,LAX,North America,Los Angeles,178,10.94
8.219.222.8,2096,2096,true,SIN,Asia Pacific,Singapore,79,10.93
8.222.224.17,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.93
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,144,10.93
8.219.186.189,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.93
8.219.157.97,443,443,true,SIN,Asia Pacific,Singapore,91,10.92
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,10.92
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,124,10.91
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,10.91
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,13,10.90
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,89,10.90
8.219.99.8,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.90
8.219.100.168,2096,2096,true,SIN,Asia Pacific,Singapore,99,10.90
8.219.58.64,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.90
8.222.180.242,2082,2082,false,SIN,Asia Pacific,Singapore,21,10.89
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,10.89
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.88
8.219.145.245,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.88
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,10.88
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,122,10.88
8.222.138.164,8443,8443,true,SIN,Asia Pacific,Singapore,40,10.87
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,11,10.87
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,28,10.86
8.219.152.195,8880,8880,false,SIN,Asia Pacific,Singapore,33,10.86
8.219.122.96,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.86
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,64,10.85
8.219.101.138,2086,2086,false,SIN,Asia Pacific,Singapore,15,10.85
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,93,10.85
8.219.161.129,8443,8443,true,SIN,Asia Pacific,Singapore,111,10.84
8.219.140.229,443,443,true,SIN,Asia Pacific,Singapore,62,10.84
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.83
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,26,10.83
8.218.211.17,80,80,false,HKG,Asia Pacific,Hong Kong,57,10.83
8.219.101.138,80,80,false,SIN,Asia Pacific,Singapore,3,10.83
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.83
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,5,10.83
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,106,10.82
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,10.82
8.222.252.150,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.82
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,10.81
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,13,10.81
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.81
8.218.127.249,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,10.80
8.219.50.180,2083,2083,true,SIN,Asia Pacific,Singapore,97,10.80
8.222.252.150,443,443,true,SIN,Asia Pacific,Singapore,122,10.79
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,98,10.79
8.219.107.199,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.79
8.222.223.34,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.78
8.222.138.164,2095,2095,false,SIN,Asia Pacific,Singapore,20,10.78
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,14,10.78
8.222.128.131,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.78
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,97,10.78
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,23,10.77
8.222.198.105,80,80,false,SIN,Asia Pacific,Singapore,4,10.77
8.219.103.126,2083,2083,true,SIN,Asia Pacific,Singapore,93,10.76
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,5,10.76
8.222.253.235,2096,2096,true,SIN,Asia Pacific,Singapore,7,10.75
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.75
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,72,10.75
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,6,10.75
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.75
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,71,10.74
8.219.103.57,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.74
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,88,10.74
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,10.74
8.222.221.109,2096,2096,true,SIN,Asia Pacific,Singapore,82,10.74
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,10.74
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,10.73
8.222.255.15,80,80,false,SIN,Asia Pacific,Singapore,39,10.72
8.219.61.52,2096,2096,true,SIN,Asia Pacific,Singapore,59,10.72
47.76.37.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,79,10.72
8.219.167.65,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.72
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.72
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,10.71
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.71
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.71
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.71
8.219.74.35,443,443,true,SIN,Asia Pacific,Singapore,125,10.71
8.219.153.237,80,80,false,NRT,Asia Pacific,Tokyo,75,10.71
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,11,10.70
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.70
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,78,10.70
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,50,10.70
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,59,10.70
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.69
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.69
8.219.72.51,2053,2053,true,SIN,Asia Pacific,Singapore,67,10.69
8.222.202.163,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.69
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,10.68
8.219.251.81,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.68
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.67
8.222.184.198,2096,2096,true,SIN,Asia Pacific,Singapore,113,10.67
8.222.144.117,80,80,false,SIN,Asia Pacific,Singapore,11,10.67
8.222.140.87,8880,8880,false,SIN,Asia Pacific,Singapore,28,10.66
8.222.244.123,2083,2083,true,SIN,Asia Pacific,Singapore,119,10.65
8.219.104.242,80,80,false,SIN,Asia Pacific,Singapore,35,10.65
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,10.65
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,83,10.64
8.219.74.35,443,443,true,SIN,Asia Pacific,Singapore,123,10.64
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,6,10.64
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,109,10.64
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,58,10.63
8.219.84.102,8443,8443,true,SIN,Asia Pacific,Singapore,73,10.63
8.219.151.193,8443,8443,true,SIN,Asia Pacific,Singapore,74,10.63
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,176,10.63
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.63
8.219.139.13,8443,8443,true,SIN,Asia Pacific,Singapore,88,10.63
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,84,10.63
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,58,10.63
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,7,10.62
8.219.142.229,8880,8880,false,SIN,Asia Pacific,Singapore,25,10.61
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,191,10.61
8.219.241.189,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.61
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,10.61
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,117,10.61
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,24,10.61
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,54,10.60
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,10.59
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,10.59
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,111,10.58
8.222.219.34,443,443,true,SIN,Asia Pacific,Singapore,47,10.58
8.219.102.252,8080,8080,false,SIN,Asia Pacific,Singapore,16,10.58
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,23,10.58
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,100,10.57
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,124,10.56
8.219.99.8,2052,2052,false,SIN,Asia Pacific,Singapore,19,10.56
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,156,10.56
8.219.6.157,2096,2096,true,SIN,Asia Pacific,Singapore,139,10.56
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,89,10.55
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,90,10.55
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.55
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,64,10.54
8.219.206.53,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.53
8.222.198.105,2087,2087,true,SIN,Asia Pacific,Singapore,103,10.53
8.222.221.90,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.53
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.53
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.51
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,75,10.51
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,88,10.51
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,29,10.51
8.218.149.193,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,10.51
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,11,10.51
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,74,10.50
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,18,10.50
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,293,10.49
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.49
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,73,10.49
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.48
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,57,10.48
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,46,10.47
8.219.93.5,8443,8443,true,SIN,Asia Pacific,Singapore,50,10.47
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,25,10.46
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,10.46
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,73,10.46
8.222.254.91,8443,8443,true,SIN,Asia Pacific,Singapore,122,10.46
8.219.156.148,2083,2083,true,SIN,Asia Pacific,Singapore,30,10.46
8.219.78.1,443,443,true,SIN,Asia Pacific,Singapore,113,10.46
8.219.101.72,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.46
8.219.201.174,2082,2082,false,SIN,Asia Pacific,Singapore,28,10.46
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.45
8.219.60.68,2053,2053,true,SIN,Asia Pacific,Singapore,95,10.44
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,68,10.43
8.219.97.179,2082,2082,false,SIN,Asia Pacific,Singapore,19,10.43
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.42
8.219.188.162,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.42
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,26,10.42
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,8,10.42
8.219.140.63,8880,8880,false,SIN,Asia Pacific,Singapore,22,10.41
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,8,10.41
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,10.40
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,28,10.39
8.222.198.105,2052,2052,false,SIN,Asia Pacific,Singapore,20,10.39
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,57,10.39
8.219.145.245,443,443,true,SIN,Asia Pacific,Singapore,69,10.39
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.39
47.245.93.74,80,80,false,SIN,Asia Pacific,Singapore,6,10.39
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.39
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.38
8.219.137.50,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.38
47.236.116.182,8880,8880,false,SIN,Asia Pacific,Singapore,23,10.38
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.38
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,75,10.37
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,50,10.37
8.219.175.127,443,443,true,SIN,Asia Pacific,Singapore,68,10.37
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.36
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,10.36
8.217.250.5,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,10.35
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.35
8.219.170.223,2096,2096,true,SIN,Asia Pacific,Singapore,92,10.35
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,59,10.34
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.34
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,59,10.33
8.222.209.223,2086,2086,false,SIN,Asia Pacific,Singapore,3,10.33
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,17,10.33
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,36,10.33
8.219.215.214,8080,8080,false,SIN,Asia Pacific,Singapore,8,10.32
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,4,10.32
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.32
8.219.213.112,2053,2053,true,SIN,Asia Pacific,Singapore,85,10.32
8.222.202.163,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.31
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,16,10.31
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,76,10.31
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,10.31
47.243.162.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,82,10.31
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,9,10.31
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,97,10.31
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,73,10.30
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,58,10.30
8.222.193.208,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.30
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,47,10.30
8.219.82.35,8880,8880,false,SIN,Asia Pacific,Singapore,3,10.29
8.222.209.223,2095,2095,false,SIN,Asia Pacific,Singapore,3,10.29
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.29
8.218.110.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,10.29
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,79,10.28
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,55,10.28
8.219.101.72,2083,2083,true,SIN,Asia Pacific,Singapore,94,10.27
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,30,10.27
47.236.104.98,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.27
8.219.140.229,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.27
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,95,10.27
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,10,10.26
8.219.87.34,2083,2083,true,SIN,Asia Pacific,Singapore,97,10.26
8.219.106.15,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.26
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.25
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,72,10.25
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,10.25
8.222.221.90,443,443,true,SIN,Asia Pacific,Singapore,56,10.25
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,100,10.25
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,89,10.24
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,93,10.24
8.219.196.24,2053,2053,true,SIN,Asia Pacific,Singapore,76,10.23
8.222.193.208,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.23
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,77,10.23
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,10.22
8.222.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,67,10.22
